Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year,Revenue_Growth,Expense_Growth,Profit_Growth
2010-02-01,North,Laptops,71941.86700883188,77562.53353496526,21660.39802979624,61,799,43,14,7994.037294126217,11819.792777225744,25735.81520496536,2010,-0.1591217137678118,0.011491927409383429,-0.1304579989510003
2017-04-01,South,Smartwatches,117568.70152331912,67890.8298551131,17713.376447611507,93,919,17,5,9616.867467529191,6491.796834136828,34236.90943714011,2017,0.12994884263387196,-0.2047599628607112,-0.3186237169721331
2023-02-01,North,Smartphones,104694.60604819484,103178.3811405706,17437.056645029985,45,600,44,6,5021.398538619562,9091.00276361677,17153.679597844013,2023,0.45526673689664054,0.3302605837914989,-0.19497986043269333
2013-02-01,West,Headphones,131313.79234052185,96534.41844230768,25913.24264247828,36,805,17,19,2427.8594682479084,13771.093990444928,11171.83252253055,2013,0.4585213113911555,0.650381525661367,0.25503728942708515
2020-10-01,West,Speakers,101551.67442269142,94783.13261114548,19203.1685702378,26,586,37,11,9067.69802297876,7271.780494452687,12984.609722531504,2020,-0.22664883396750546,-0.01814156918766574,-0.25894382130474825
2011-09-01,West,Smartphones,78294.64120428902,78256.96039611833,30672.97775711122,99,871,35,2,9015.423561722018,5427.39560342236,14326.89673002105,2011,-0.22901673803623357,-0.17435773391059928,0.5972873250016668
2023-05-01,West,Laptops,76043.93620245329,64504.52224018705,23676.32189927729,50,587,32,10,3112.025862490269,13319.011923831416,19026.379869226457,2023,-0.028746603435643947,-0.17573437667805747,-0.22810487828205162
2014-10-01,West,Laptops,92185.88772175144,99920.0227132565,16171.10858344984,13,577,23,13,3486.428348958967,11993.413254006437,28469.028384136745,2014,0.21227138316884475,0.549039032351831,-0.3169923667939547
2011-10-01,East,Smartphones,94301.90466756938,85030.41927011574,15827.855082892482,12,802,25,2,3820.726965172167,9594.546004309068,19292.33627545945,2011,-0.10526956144714861,0.1450890724679268,-0.031178578733933815
2017-05-01,West,Laptops,88654.76570684837,91596.23558531412,13796.200911815376,28,388,36,14,5065.750669053337,12031.787161012204,33401.272485017835,2017,-0.03830436634250578,-0.08330449595502398,-0.14686115422322
2014-01-01,East,Smartwatches,102569.61065836868,89288.71001874532,23029.714355890712,50,205,30,17,8461.388641412621,15252.839590604968,49931.99313891544,2014,0.0876727359849665,0.05007961603837652,0.455011701540176
2014-11-01,South,Laptops,88147.12612228647,84659.40881535747,15716.923863441223,49,740,17,9,2299.329014814196,6635.0110426107785,29927.24377981432,2014,-0.25025006672542893,0.24699328312867075,-0.11270875375312694
2024-02-01,West,Headphones,105084.11788848478,109994.23724762314,8671.921168269415,67,708,33,8,7303.51840658821,8835.341656348957,40274.21418267212,2024,0.1853183193328014,0.20085980111238144,-0.3714268715206527
2011-03-01,West,Smartwatches,89587.03168663461,70139.09491504928,11742.8209809427,48,675,11,8,4175.201966963925,16924.406689032992,21696.06229582284,2011,-0.1474731530629173,-0.3623384581762268,0.35411989489822826
2024-07-01,North,Tablets,112634.07415469142,75366.0567223822,14479.303118989144,16,739,30,7,2760.9684302205005,15051.840394292967,48515.18945839089,2024,0.0758345477974458,-0.2695557355207656,-0.16962458666347668
2014-03-01,South,Laptops,93798.02413246351,104617.37902632984,21684.267080569687,45,322,10,16,4045.946230064461,8993.802851308785,19964.21902368787,2014,0.06410756945538476,0.235744266233902,0.3796762820114541
2018-12-01,West,Laptops,124924.13344534863,81230.95123261109,19586.884010689224,92,904,36,19,5799.483472780669,10972.258118488407,33865.24013689732,2018,0.39444438657504843,0.158140853271574,0.6679879598332095
2014-07-01,West,Headphones,113045.89399579309,78110.99849780725,24714.210876662444,85,481,40,17,9292.726256657506,6796.244810805746,49333.227975369366,2014,-0.09508362493266365,-0.038408422989774094,0.2617734838872312
2015-04-01,South,Headphones,103871.70679623412,76204.89297801835,15464.04688101002,29,937,27,1,6654.417616401434,8796.914107164795,42329.824309169606,2015,0.10739759986355724,-0.27158476261540354,-0.2868540668885845
2020-11-01,East,Speakers,95846.45466720182,90189.5391941564,18378.21408701481,85,203,15,13,6463.730166898746,17617.277614321378,49681.33225508946,2020,-0.06554725076962464,0.010088948258093922,-0.20197820072770922
2014-03-01,West,Smartphones,69619.80549342754,76560.72760867867,28736.66730270248,38,763,25,16,1978.669331713024,11606.159656126209,25189.519429014406,2014,-0.3841456506503599,-0.019847024349229025,0.16275884535073026
2021-03-01,North,Smartphones,128270.98809347845,74876.70001975556,18294.10451087588,93,213,23,6,1718.208748120348,14604.392711286617,13105.25988855228,2021,0.1388293378903378,-0.0064930649672866325,0.2634658146553852
2011-09-01,West,Smartphones,86384.45843165401,89942.23424600052,21122.27251821001,77,607,38,15,2165.17237129496,7396.122060782112,19739.62624354489,2011,0.2408029269746974,0.1747829083563328,-0.2649713936652769
2016-01-01,North,Headphones,101814.6426880444,81398.85749582056,16718.52740956835,75,154,48,12,1859.9107587801827,7749.5849597832785,48304.54016495101,2016,-0.2062535402483513,0.08710530077239231,-0.08612485516144552
2023-11-01,North,Smartphones,106876.08647071764,64858.29514618279,18872.28153804025,56,220,39,8,6187.279915637563,19113.81679285404,24823.12087924784,2023,0.04971233654653462,-0.20320386377028754,0.1288243919879728
2011-06-01,West,Smartphones,96329.76880843882,80480.24626452857,22376.3406105734,32,316,35,1,5073.537246657603,17621.503844525327,14990.945370729474,2011,0.11512846821460809,-0.1052007220055543,0.05937183564326354
2020-12-01,West,Tablets,127092.02108716057,100917.97252944164,23285.4676136411,15,734,33,11,1044.9290610817764,16854.9613875943,33724.19210322428,2020,0.3193431548651955,0.2539471139009293,0.04062894013322782
2017-05-01,North,Smartphones,75572.58165182506,91479.59218867436,20590.64577041797,27,102,10,15,4159.599875367844,9943.85425708731,30016.94470880928,2017,-0.29289531318560436,0.41045323474029605,0.09105227838584695
2014-12-01,South,Laptops,134678.69613974675,102769.69507135442,18700.82231254398,62,191,40,1,2146.27736527178,13441.339765548162,12498.762617300354,2014,0.29658691759005107,0.3485970658209414,0.20930972703586082
2011-02-01,South,Speakers,113431.15115016632,69030.50106286183,20651.029406125028,31,506,35,16,9893.075484192988,12385.115925241733,28117.82587513464,2011,-0.1577647066580844,-0.32829905727624276,0.10428456358696625
2010-09-01,West,Headphones,95071.5882633106,96053.44662120548,16319.357148114304,77,775,36,7,5141.418033085785,19343.459850957886,35314.747683215755,2010,-0.25194683781045657,-0.048202770887187496,-0.29916128725050406
2017-06-01,East,Smartwatches,95295.40012137424,70272.24701053792,18922.51111269449,84,540,44,1,4835.139748943742,8594.516453665145,19307.51853328116,2017,-0.005749347200592281,-0.22083816329010553,0.029616426443973998
2014-05-01,South,Speakers,55663.56992192317,61514.10618408585,21661.697014171797,44,730,24,2,6797.568986803427,19208.49464210851,14977.629260542766,2014,-0.5092743981039854,-0.10888512705320308,0.04894030162714347
2020-10-01,West,Tablets,83035.34459663797,67954.04424892334,24934.95841233266,84,531,26,8,4213.841531835049,15602.756578247974,44591.87003126403,2020,-0.12660189954265844,-0.29253924102374385,0.5279375398199362
2016-12-01,South,Headphones,92921.92489973914,81971.15395091695,15442.414855218936,18,160,7,11,7439.631651664559,11205.373173017138,35017.92389650766,2016,0.6693490020506523,0.332558644445093,-0.28710964588249943
2017-08-01,East,Headphones,103522.09952061815,95419.2732473522,19113.993800369943,40,825,12,13,9143.14405428284,8995.322919338118,16210.273803242704,2017,0.08632839978389151,0.3578514606633154,0.01011930639306069
2019-03-01,West,Laptops,125191.62488904454,84656.23466879847,14974.591149069576,52,572,49,5,5490.075579237322,16360.30042539664,35164.323983366965,2019,0.5076907971802822,0.24578655478830846,-0.3994539352564853
2024-04-01,East,Speakers,140750.91249657905,77700.77480949664,17777.786044936714,84,346,23,18,4446.307193086063,17344.023901040986,39410.23595426098,2024,0.35962188893344615,-0.18569098081395452,-0.06990730296288816
2010-08-01,West,Speakers,105445.34197605148,64516.829000204,25002.52088565589,26,846,35,19,5697.0715933714455,10362.91073493136,33901.12110949072,2010,-0.15772846570602383,-0.23789630790202387,0.6696630069402185
2024-07-01,East,Smartphones,104112.18624285932,90579.96997349376,17317.36699413003,60,968,36,3,6431.974257959264,7578.198667049031,14646.27246379226,2024,-0.26030897849142,0.16575375465140185,-0.025898559564328738
2012-11-01,South,Laptops,90192.96464976264,94454.33953683976,19520.023669053706,75,471,19,1,8629.323445339294,12383.668656806232,14989.789653883256,2012,-0.029368313806682256,0.1522875424371548,0.264052536605484
2016-09-01,South,Smartphones,65697.99713354261,84474.25409789583,13816.03230064089,33,388,43,5,4550.315062141412,12027.534955154526,11805.794914287886,2016,-0.27158401557526024,-0.10566042267493103,-0.29221231823892224
2023-08-01,East,Smartphones,87884.26947589568,64215.22064015728,17194.39690091615,24,689,35,19,1462.8832381022062,15881.03874479094,19360.160614392425,2023,-0.1558695226042922,-0.2910659977150749,-0.0071009694057740935
2014-02-01,East,Headphones,95889.97840507954,92130.63694528308,12258.158482826482,37,123,7,9,6676.604410748478,19597.772812154944,12385.963362750988,2014,0.0910937642985088,0.4347165053213067,-0.2870841266800498
2018-08-01,East,Speakers,119507.88841330324,98408.6711389213,21393.662135995903,12,505,36,7,9881.904062081538,12969.23293229325,42212.13950604216,2018,0.24630217256334896,0.06814274167415979,0.7452590587703807
2020-12-01,West,Smartphones,110390.29063163893,102995.253079667,21840.46752892875,38,407,14,12,8688.130564822186,15975.789328410245,10616.22111665299,2020,0.046895847297935056,0.5964091024892333,-0.1264693816750786
2010-02-01,South,Tablets,104430.9044780212,73434.54491411425,21684.4455545964,61,712,32,14,7824.303822275474,10258.694813831658,33240.678388892586,2010,0.5895599414659052,-0.13068726444139822,0.5695132352571668
2021-02-01,West,Tablets,88383.99813021494,86544.57283701799,22005.511844012857,63,471,31,16,2588.5178831364365,13993.62114566139,42393.33632346726,2021,-0.19934989187460994,-0.15972270323880255,0.007556812365188348
2014-06-01,South,Speakers,60357.66501911738,71982.02362966123,21693.56653751176,67,862,44,13,7737.572971070359,6729.918982476797,45794.51964526816,2014,-0.4220325360504714,-0.01977980916409061,0.00042062329389036535
2018-10-01,North,Tablets,61564.87902534692,66164.57846332365,12368.55284472404,54,734,47,18,1733.2893871804376,17224.01125198121,26378.20219532239,2018,-0.1853542954376478,-0.27672853714891,-0.3993120476826614
2010-04-01,West,Headphones,66725.27066115977,103748.06267424994,16061.074266543252,86,314,35,10,5445.261744444106,10164.863437018364,34836.9718830665,2010,-0.24505258788073447,0.1987818446990295,-0.27013402912902185
2014-06-01,South,Laptops,94159.86647590564,88468.50792015801,8781.341200503479,59,361,38,6,4338.097754438867,6200.620213119918,48046.68640708862,2014,0.5600316288922362,0.22903613234489972,-0.5952098892858817
2022-02-01,South,Smartwatches,119880.8887543598,99391.21447466494,17682.12776616696,31,943,9,3,9147.576994497642,19858.420741174912,36864.41805391606,2022,0.2731633257470245,0.12346434693308694,1.0136021778943234
2013-08-01,West,Smartphones,119341.31139921768,61627.62364893512,15646.341786347712,61,445,15,4,2438.5217428378187,18526.82343456742,46043.69471295166,2013,0.7885474306316345,-0.40598771620020846,-0.02582221296737708
2023-06-01,West,Smartwatches,115874.31524154871,84326.28612363551,19806.559356555143,62,512,11,1,8099.965031988172,7961.500185135315,37371.68037142381,2023,-0.02905109820748708,0.3683196127114112,0.26589075114270155
2011-02-01,South,Laptops,89698.0903296392,87624.48599224711,32297.31324041819,40,222,12,11,1436.6071170476157,10448.027754235338,12719.890757978974,2011,-0.25177322873011243,-0.11838801391663445,0.8265512876915171
2017-11-01,West,Laptops,122885.2633223422,67517.32065703059,23911.387395977323,80,863,21,17,7315.792844251235,19050.7654482144,17875.319999620486,2017,0.06050476385710368,-0.19933245301423985,0.20724589089541468
2013-12-01,East,Headphones,81378.58847420313,102317.57699037802,27647.89725517187,57,419,48,5,3644.003858032466,16944.930917378282,47618.04149293932,2013,-0.31905257841419343,0.039721152681135186,0.2923405576576301
2011-03-01,West,Tablets,117067.86877717751,76317.19823668146,24107.07535273313,99,436,43,12,9783.22080605079,18596.183311629076,43770.75701452944,2011,-0.0473400502866238,0.13033511244250673,0.008183881324624664
2013-04-01,West,Tablets,66508.47360423888,86804.52938176238,19499.624862295237,40,257,45,7,7045.690959634259,13438.246676650951,26908.87142894781,2013,-0.43188105926120035,0.13741766452899262,-0.19112440737924374
2016-10-01,West,Laptops,76457.75512225564,71746.124260225,19951.498814673272,13,426,18,4,3780.149330935207,8646.74330705147,16445.026435997763,2016,0.14959419422584141,-0.17347487773721115,0.023173469006154246
2019-03-01,South,Headphones,133052.30121941125,62083.88723214439,24322.926219591543,44,760,28,16,3119.6892181204635,8405.802910066248,16286.816563718598,2019,0.48333482608655265,-0.29147787254766333,-0.2469055850394134
2014-05-01,East,Headphones,95923.30772341591,93695.90141276474,21241.75498934818,76,164,34,15,6753.778991930475,12885.052778563111,46194.48049923457,2014,0.17872906770585528,-0.08426387558438819,-0.23170450203497273
2011-12-01,North,Speakers,86380.60281167101,85686.06571106536,18560.195992374614,73,468,19,14,3454.5740036690563,18859.99956706045,16648.315236775365,2011,0.40308247460548396,0.2950443832807439,0.5005956012300743
2022-10-01,North,Smartphones,122055.17417331308,83558.77530679684,27132.32717736917,92,969,8,2,2681.248172080155,14473.8047405402,25451.198754138277,2022,0.4129928502515847,-0.02482656178242293,0.4618556392678388
2020-04-01,East,Tablets,124347.43247114544,75827.47017353083,22223.651329237644,18,103,17,10,6829.02735157174,5515.8579318756765,46032.17203152269,2020,0.29632135736694254,-0.1907066474606709,0.0462248218370771
2013-05-01,East,Laptops,91334.38383801556,85277.44464979404,12874.145104331445,55,785,9,2,7518.5834017388925,13407.135920003368,11337.31480900078,2013,-0.26549039233914606,0.12462468356964806,-0.4207007249346961
2023-01-01,East,Speakers,105569.26905884274,98993.56156433624,19098.15378370724,92,747,35,5,3142.2547608741625,14126.613179318923,35229.64561799838,2023,0.15585461490683716,0.16084108724023927,0.4834502507884393
2011-03-01,South,Smartwatches,102738.14850814288,69742.85691291273,20251.18844263052,65,855,16,13,5822.852197466427,13723.325491959333,24023.82353547526,2011,-0.22783636534988227,0.12336485394559582,-0.1674032861096021
2013-09-01,North,Tablets,43457.97118539999,88404.08989983337,17978.155908911576,65,159,34,10,6972.665944427711,15366.14260589927,14311.332481001187,2013,-0.6439481449291814,0.057986902934447304,-0.3373898305373896
2015-05-01,East,Smartphones,72082.79842472545,83037.3537651359,18074.197638180634,92,144,14,13,9477.250403734242,9402.707599215491,32700.956384488505,2015,-0.3171990384384723,-0.16118429872664353,-0.05361545189777184
2017-05-01,South,Headphones,118845.08828364153,77233.78139456094,17913.596352151613,35,683,34,14,8230.899644958066,7156.479629580255,29396.04746500041,2017,0.15677662104473322,0.10740776637530147,-0.1154298720344763
2015-11-01,North,Laptops,83347.915019145,55316.650407520894,11076.47312461501,69,706,30,18,4787.333652229334,16250.729434219322,13968.061527572514,2015,0.9178970565277174,-0.3742749858044163,-0.3838926984093779
2010-09-01,West,Tablets,110596.75792130128,79820.11229666242,10187.332586435215,86,642,48,8,8599.666094201519,7945.296319079094,20688.450688611803,2010,0.44650804544885636,0.11253552884826035,-0.4893951235912677
2017-04-01,South,Smartwatches,105260.80902691066,90090.32786912992,16733.033694733163,95,255,10,5,4975.2458843290215,6712.38440628474,39614.247426794,2017,-0.1143024036829352,0.1664627348606602,-0.06590316283846887
2020-09-01,North,Smartphones,124308.65540255763,84859.58628612361,17997.516309869745,81,987,31,12,2171.139872430291,10390.657814962442,40234.00950127747,2020,0.49144289181083844,0.5340695009722793,0.6248417801758801
2021-04-01,South,Smartphones,72724.17023184287,58419.89003913483,13303.522291922984,97,851,24,16,4069.904056574605,17491.31175524726,33947.30928115912,2021,-0.30910496599688464,-0.3515409320743208,-0.20495455070347712
2015-03-01,North,Speakers,107884.11681922503,98705.82721180496,14878.861371819115,99,163,32,19,8242.516095835741,6231.624618722877,14419.487180620708,2015,-0.1321270713623588,0.1631664910431636,-0.17328251767386227
2021-07-01,North,Tablets,98691.71083729112,104718.80247942118,18734.35314897491,57,520,24,7,9602.242991762603,7933.420381122512,44123.67240946784,2021,-0.08520629591228046,0.060918138649640685,0.2591254586495564
2016-09-01,West,Smartwatches,84204.51318650105,78357.54051527684,25155.292732049405,67,422,16,4,9852.253791311805,12128.890673790918,16908.159295635465,2016,-0.23863488614720962,-0.018323349082117746,1.4692717665411794
2021-04-01,South,Smartphones,84064.07179441524,114666.14511237714,24826.496823569505,72,208,49,19,6751.854930448378,9314.704569070143,38837.53545530791,2021,0.15593029836464334,0.9627928952889773,0.8661596740167457
2023-07-01,East,Laptops,104549.61761651326,67556.74707646824,24994.096036240266,67,562,25,10,5305.077616393945,15824.915133881812,11703.370483753391,2023,0.45041008258984605,-0.18642943189703798,0.38286061359878953
2023-07-01,West,Smartphones,112593.40342103584,60918.515258453415,14948.377423107131,12,679,34,8,2458.5135770740817,15123.536400999235,23273.19374594614,2023,0.3371421454768988,-0.22255707800608482,-0.40575617297182276
2012-09-01,West,Smartwatches,101271.9256508859,64777.67296539677,18888.58776069473,16,646,14,16,1922.718765674844,17637.745445096716,29134.46375932736,2012,-0.10055187449849079,0.06334950368653036,0.2635878280338868
2020-03-01,North,Headphones,101894.28503714556,83677.08157466902,26178.215404082428,61,350,9,4,5666.519851005962,8057.647628737474,11118.561886952852,2020,0.0324502855678972,-0.2009354615078527,0.39733756462868985
2010-05-01,East,Headphones,90030.11191927953,53324.77533234526,11176.54282415534,71,965,41,10,7550.011766093721,14733.78131760488,16862.14484282875,2010,-0.13887669824380522,-0.21066691870189735,-0.5528326846488116
2013-05-01,South,Speakers,91356.28365900552,75336.30720186296,17702.756447340817,11,609,12,19,3915.298565879496,16621.017513979037,22756.41011866412,2013,0.086745879766851,-0.3429943325640664,-0.28694102220115203
2012-04-01,East,Tablets,84150.59283284206,124018.25500287782,21110.836704970025,42,647,34,16,7072.090550705304,5940.006841683168,49300.29433026741,2012,-0.06530613992470669,1.325715471465886,0.8888521287051447
2021-03-01,East,Smartwatches,89627.96696609944,57442.633865003896,11474.351765340603,21,540,21,12,6137.293593168297,5552.344140040908,41179.03374199552,2021,0.06509014314536943,-0.5368211408580862,-0.4564710093826243
2015-12-01,East,Speakers,111893.51183669997,71793.35735625043,22144.30245162817,57,553,7,2,9466.739755444489,13388.875070911712,43627.85886871438,2015,0.24842184447876825,0.2498270452739373,0.9298957278368605
2010-12-01,East,Smartphones,114128.11248867695,64458.975498891465,27734.96537289814,85,743,25,11,2886.012383472598,13817.821520992897,36700.67556168487,2010,0.01997077949647541,-0.10215961653617278,0.25246507238067983
2023-06-01,East,Smartphones,74482.48768387725,75727.74298574051,26122.923707948557,62,916,20,13,6319.52620055163,10892.131395588633,21695.78033915299,2023,-0.3473782571207693,0.17482076622584297,-0.05812308193919091
2012-09-01,North,Headphones,82071.26649436803,74777.64319160793,19111.218368202924,83,833,36,3,4724.172159525288,5541.099711443759,38377.916140955815,2012,-0.1945449495577799,-0.1063545503211617,-0.26995717342815595
2013-12-01,North,Speakers,85792.03952661616,69956.5815540058,24071.97514739427,50,778,31,17,3354.179947730927,11028.827305368824,36949.63918219914,2013,0.04533587930562111,-0.06447196557464097,0.2595730258330893
2022-07-01,West,Headphones,98719.26276467169,77655.42859445782,11418.349347656118,91,373,10,10,4215.630652619342,14631.328117118272,34398.04724344262,2022,-0.02520602693992402,0.19879929363841375,-0.3954895150278749
2015-02-01,North,Laptops,66336.94387927193,89498.08384327276,21391.764281234664,67,159,46,8,3650.814594141362,15528.206285997318,21932.860142593447,2015,-0.2267704061436665,0.27933758132794284,-0.11134154342335856
2013-01-01,West,Headphones,82421.85904523318,100780.18759701896,18476.628315725997,77,441,20,6,5748.837447859182,12391.87210914418,20528.57452495281,2013,-0.16508838562022565,0.2977867667607146,0.6181523049580502
2018-03-01,West,Laptops,72288.36973955855,75733.61770829793,19252.824502869316,32,493,49,14,6022.488748988897,12875.374661385424,23451.969201870164,2018,-0.12294662390608502,-0.24852672420964916,0.042009622853249384
2024-04-01,South,Smartphones,108009.64268420232,80086.7774151308,20519.15013764334,94,212,7,19,8789.860606018741,15090.114138388357,22495.88197357952,2024,0.18229024165821772,0.06305684987371363,0.15909351171837338
2018-08-01,East,Speakers,99406.50115335472,86948.83742569566,21938.1593100212,45,320,44,1,8031.752310694386,11739.535729127309,13113.304642066863,2018,0.33462917585757035,0.14817679753202317,-0.1601951008513659
2012-11-01,North,Laptops,90749.0494911526,61463.32375054255,12739.5525944313,94,890,24,11,3722.637051944518,8952.724230180287,42091.11924076794,2012,0.36800166218553576,-0.31324424936095974,-0.40446461418767965
2018-05-01,South,Speakers,78734.45438463957,77710.23498257037,15097.71371088376,96,167,44,14,9381.927570718895,8344.548320642705,24770.28279421097,2018,-0.2710423585527202,-0.029674591852305254,-0.2642134976542573
2024-07-01,North,Speakers,91058.07097421613,72417.04253281085,18718.693465044824,30,414,11,13,8815.174958994052,16291.293660199572,38265.47252208248,2024,0.003405231071799353,0.1782155294224812,0.46933680176705117
2020-11-01,West,Laptops,88706.15768484157,94278.9946063828,11106.694398197538,81,566,15,12,6632.766667071206,12313.229549461554,21196.978293580105,2020,0.22711520545328723,0.244876416303204,-0.4231135074990027
2010-01-01,North,Tablets,132693.33105039742,106277.38177978748,20686.247014413668,64,957,33,6,1167.6567941481012,14361.289929817796,34080.652553909786,2010,0.45723854712418266,0.4675741795397832,0.10511169238617213
2010-05-01,East,Headphones,119940.3942316354,68344.06200255458,24163.591224715256,65,362,7,4,2882.229555337219,12066.586883525037,11386.944071230686,2010,0.20656489102863573,-0.21397382614851246,0.10144114112971603
2021-10-01,West,Laptops,86185.8414814216,99199.85345181136,26960.714131269124,22,880,25,9,8103.873271483291,17282.56124635732,14241.53444534678,2021,-0.028411964503910148,0.05219464702581189,1.4274291850187644
2018-07-01,West,Smartphones,103303.90681904914,58124.41335287855,20482.09815172124,31,230,36,7,5083.847180819078,12452.710215918534,24581.18834232194,2018,0.19861806815818528,-0.41406754818328595,-0.24029838186051478
2012-03-01,South,Speakers,118884.17293171992,83010.10526963709,29431.925043249816,16,523,34,7,2133.5546610493784,19820.819358849323,20749.471204591893,2012,0.5099383600340694,0.06820041514808728,0.9494292716673185
2021-05-01,East,Smartwatches,86179.71625407424,83899.95214358965,19824.781327901168,33,366,43,13,4674.337038620959,8639.069220793595,24136.1267082712,2021,-0.28147879781319296,0.22761143668126738,-0.17955981196934923
2011-03-01,West,Laptops,71657.7851805346,57741.28334229582,13716.058557434357,70,819,15,2,2907.128114380023,7077.900308533463,47227.6862223029,2011,-0.3063400273326258,-0.0065915505805919095,-0.3303391842069797
2017-06-01,East,Headphones,64062.82958134753,67573.59827612327,19720.23069471821,14,311,21,2,9033.106572238034,10603.947783705476,12956.031277134116,2017,-0.25663680079337825,-0.19459312491054603,-0.005273734496925475
2013-06-01,North,Speakers,125445.33839829217,66114.18731796033,18971.635640124285,59,662,29,15,9003.325638795752,18779.849161065657,28509.232998122203,2013,-0.05462213205991817,-0.37790914481735616,-0.08288653679397162
2020-04-01,East,Tablets,96178.75237060164,60329.01155734959,22580.788183368768,71,387,29,16,4483.559638978029,17784.688975532634,17930.26496152957,2020,0.5013191424595604,-0.1072103144362746,0.14505699922753523
2024-11-01,West,Smartphones,105826.50465749398,40006.731345144006,21353.130092125582,64,524,13,2,2236.5415097836767,8710.294484647346,24233.540729697743,2024,0.47683192260093876,-0.307138168232592,0.5567978222542505
2015-03-01,South,Tablets,88515.2524936188,76891.25827653086,20996.37206258778,35,653,49,5,4229.48110418428,13995.463522939866,37081.39534125633,2015,-0.25544965060692515,-0.07371207364730736,-0.2866123424908872
2017-12-01,West,Smartwatches,74642.02163020632,78698.3924778915,24834.550797026364,19,858,33,2,2158.6596847915384,13834.096077848266,48917.565124496,2017,-0.29467554586836076,0.9671287763788745,0.163040298536121
2014-04-01,East,Laptops,78373.98350321804,78580.61791091885,17850.20864153634,20,806,19,7,3736.413953536679,9400.953422940587,37789.10824081528,2014,-0.18512164515065876,0.3025344835331676,-0.20949576708383455
