Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year
2014-06-01,South,Laptops,94159.86647590564,88468.50792015801,8781.341200503479,59,361,38,6,4338.097754438867,6200.620213119918,48046.68640708862,2014
2022-02-01,South,Smartwatches,119880.8887543598,99391.21447466494,17682.12776616696,31,943,9,3,9147.576994497642,19858.420741174912,36864.41805391606,2022
2013-08-01,West,Smartphones,119341.31139921767,61627.623648935114,15646.341786347712,61,445,15,4,2438.5217428378187,18526.82343456742,46043.69471295166,2013
2023-06-01,West,Smartwatches,115874.31524154873,84326.28612363551,19806.559356555146,62,512,11,1,8099.965031988172,7961.500185135315,37371.68037142381,2023
2011-02-01,South,Laptops,89698.0903296392,87624.48599224711,32297.31324041819,40,222,12,11,1436.6071170476157,10448.027754235338,12719.890757978974,2011
2017-11-01,West,Laptops,122885.2633223422,67517.32065703059,23911.387395977323,80,863,21,17,7315.792844251235,19050.7654482144,17875.319999620486,2017
2013-12-01,East,Headphones,81378.58847420313,102317.57699037802,27647.89725517187,57,419,48,5,3644.003858032466,16944.930917378282,47618.04149293932,2013
2011-03-01,West,Tablets,117067.86877717753,76317.19823668146,24107.07535273313,99,436,43,12,9783.22080605079,18596.183311629073,43770.75701452944,2011
2013-04-01,West,Tablets,66508.47360423888,86804.52938176238,19499.624862295233,40,257,45,7,7045.690959634259,13438.246676650951,26908.87142894781,2013
2016-10-01,West,Laptops,76457.75512225564,71746.124260225,19951.498814673272,13,426,18,4,3780.149330935207,8646.74330705147,16445.026435997763,2016
2019-03-01,South,Headphones,133052.30121941125,62083.887232144385,24322.926219591543,44,760,28,16,3119.6892181204635,8405.802910066248,16286.816563718598,2019
2014-05-01,East,Headphones,95923.30772341591,93695.90141276474,21241.75498934818,76,164,34,15,6753.778991930475,12885.052778563113,46194.48049923457,2014
2011-12-01,North,Speakers,86380.60281167101,85686.06571106536,18560.195992374618,73,468,19,14,3454.5740036690563,18859.999567060455,16648.315236775365,2011
2022-10-01,North,Smartphones,122055.17417331308,83558.77530679684,27132.327177369174,92,969,8,2,2681.248172080155,14473.804740540201,25451.198754138273,2022
2020-04-01,East,Tablets,124347.43247114544,75827.47017353083,22223.651329237644,18,103,17,10,6829.02735157174,5515.8579318756765,46032.17203152269,2020
2013-05-01,East,Laptops,91334.38383801555,85277.44464979404,12874.145104331445,55,785,9,2,7518.5834017388925,13407.135920003368,11337.31480900078,2013
2023-01-01,East,Speakers,105569.26905884274,98993.56156433624,19098.15378370724,92,747,35,5,3142.2547608741625,14126.613179318923,35229.64561799838,2023
2011-03-01,South,Smartwatches,102738.14850814287,69742.85691291273,20251.188442630522,65,855,16,13,5822.852197466427,13723.325491959333,24023.82353547526,2011
2013-09-01,North,Tablets,43457.97118539999,88404.08989983337,17978.155908911576,65,159,34,10,6972.665944427711,15366.14260589927,14311.332481001187,2013
2015-05-01,East,Smartphones,72082.79842472545,83037.3537651359,18074.197638180634,92,144,14,13,9477.250403734242,9402.707599215493,32700.956384488505,2015
2017-05-01,South,Headphones,118845.08828364153,77233.78139456094,17913.596352151613,35,683,34,14,8230.899644958066,7156.479629580255,29396.04746500041,2017
2015-11-01,North,Laptops,83347.915019145,55316.650407520894,11076.47312461501,69,706,30,18,4787.333652229334,16250.729434219322,13968.061527572514,2015
2010-09-01,West,Tablets,110596.75792130128,79820.11229666242,10187.332586435215,86,642,48,8,8599.666094201519,7945.296319079094,20688.450688611803,2010
2017-04-01,South,Smartwatches,105260.80902691066,90090.32786912992,16733.033694733163,95,255,10,5,4975.2458843290215,6712.38440628474,39614.247426794,2017
2020-09-01,North,Smartphones,124308.65540255763,84859.58628612361,17997.516309869745,81,987,31,12,2171.139872430291,10390.657814962442,40234.00950127747,2020
2021-04-01,South,Smartphones,72724.17023184287,58419.89003913483,13303.522291922985,97,851,24,16,4069.904056574605,17491.31175524726,33947.30928115912,2021
2015-03-01,North,Speakers,107884.11681922505,98705.82721180495,14878.861371819115,99,163,32,19,8242.516095835741,6231.624618722877,14419.487180620707,2015
2021-07-01,North,Tablets,98691.71083729112,104718.80247942118,18734.35314897491,57,520,24,7,9602.242991762603,7933.4203811225125,44123.67240946784,2021
2016-09-01,West,Smartwatches,84204.51318650105,78357.54051527684,25155.292732049405,67,422,16,4,9852.253791311803,12128.890673790918,16908.159295635465,2016
2021-04-01,South,Smartphones,84064.07179441524,114666.14511237714,24826.496823569505,72,208,49,19,6751.854930448378,9314.704569070143,38837.53545530791,2021
2023-07-01,East,Laptops,104549.61761651326,67556.74707646824,24994.096036240262,67,562,25,10,5305.077616393945,15824.915133881812,11703.370483753393,2023
2023-07-01,West,Smartphones,112593.40342103584,60918.515258453415,14948.377423107133,12,679,34,8,2458.5135770740817,15123.536400999235,23273.19374594614,2023
2012-09-01,West,Smartwatches,101271.9256508859,64777.67296539677,18888.587760694732,16,646,14,16,1922.7187656748438,17637.745445096716,29134.463759327362,2012
2020-03-01,North,Headphones,101894.28503714557,83677.08157466902,26178.215404082428,61,350,9,4,5666.519851005962,8057.647628737474,11118.561886952852,2020
2010-05-01,East,Headphones,90030.11191927953,53324.77533234526,11176.54282415534,71,965,41,10,7550.011766093721,14733.78131760488,16862.14484282875,2010
2013-05-01,South,Speakers,91356.28365900552,75336.30720186296,17702.756447340817,11,609,12,19,3915.2985658794955,16621.017513979037,22756.410118664116,2013
2012-04-01,East,Tablets,84150.59283284206,124018.25500287782,21110.836704970025,42,647,34,16,7072.090550705304,5940.006841683168,49300.29433026741,2012
2021-03-01,East,Smartwatches,89627.96696609944,57442.633865003896,11474.351765340603,21,540,21,12,6137.293593168297,5552.344140040908,41179.03374199552,2021
2015-12-01,East,Speakers,111893.51183669995,71793.35735625043,22144.302451628166,57,553,7,2,9466.739755444487,13388.875070911712,43627.85886871438,2015
2010-12-01,East,Smartphones,114128.11248867697,64458.975498891465,27734.96537289814,85,743,25,11,2886.012383472598,13817.821520992897,36700.67556168487,2010
2023-06-01,East,Smartphones,74482.48768387725,75727.74298574051,26122.923707948554,62,916,20,13,6319.52620055163,10892.131395588633,21695.78033915299,2023
2012-09-01,North,Headphones,82071.26649436803,74777.64319160793,19111.218368202924,83,833,36,3,4724.1721595252875,5541.099711443759,38377.916140955815,2012
2013-12-01,North,Speakers,85792.03952661616,69956.5815540058,24071.97514739427,50,778,31,17,3354.179947730927,11028.827305368824,36949.63918219914,2013
2022-07-01,West,Headphones,98719.26276467169,77655.42859445782,11418.349347656118,91,373,10,10,4215.630652619342,14631.328117118272,34398.04724344262,2022
2015-02-01,North,Laptops,66336.94387927193,89498.08384327276,21391.764281234664,67,159,46,8,3650.8145941413622,15528.206285997318,21932.860142593447,2015
2013-01-01,West,Headphones,82421.85904523318,100780.18759701897,18476.628315725993,77,441,20,6,5748.837447859182,12391.87210914418,20528.57452495281,2013
2018-03-01,West,Laptops,72288.36973955855,75733.61770829793,19252.824502869313,32,493,49,14,6022.488748988897,12875.374661385424,23451.969201870164,2018
2024-04-01,South,Smartphones,108009.64268420232,80086.7774151308,20519.15013764334,94,212,7,19,8789.860606018741,15090.114138388355,22495.88197357952,2024
2018-08-01,East,Speakers,99406.50115335471,86948.83742569566,21938.1593100212,45,320,44,1,8031.752310694386,11739.535729127307,13113.304642066863,2018
2012-11-01,North,Laptops,90749.0494911526,61463.32375054255,12739.552594431301,94,890,24,11,3722.637051944518,8952.724230180287,42091.11924076794,2012
2018-05-01,South,Speakers,78734.45438463957,77710.23498257037,15097.71371088376,96,167,44,14,9381.927570718897,8344.548320642705,24770.282794210972,2018
2024-07-01,North,Speakers,91058.07097421611,72417.04253281085,18718.693465044824,30,414,11,13,8815.174958994052,16291.293660199573,38265.47252208248,2024
2020-11-01,West,Laptops,88706.15768484157,94278.99460638281,11106.694398197538,81,566,15,12,6632.766667071206,12313.229549461554,21196.978293580105,2020
2010-01-01,North,Tablets,132693.33105039742,106277.38177978748,20686.247014413668,64,957,33,6,1167.6567941481012,14361.289929817796,34080.652553909786,2010
2010-05-01,East,Headphones,119940.39423163541,68344.06200255458,24163.591224715256,65,362,7,4,2882.229555337219,12066.586883525037,11386.944071230686,2010
2021-10-01,West,Laptops,86185.8414814216,99199.85345181136,26960.714131269124,22,880,25,9,8103.873271483291,17282.56124635732,14241.53444534678,2021
2018-07-01,West,Smartphones,103303.90681904914,58124.413352878546,20482.098151721242,31,230,36,7,5083.847180819078,12452.710215918534,24581.18834232194,2018
2012-03-01,South,Speakers,118884.17293171992,83010.10526963709,29431.925043249816,16,523,34,7,2133.5546610493784,19820.819358849323,20749.471204591893,2012
2021-05-01,East,Smartwatches,86179.71625407424,83899.95214358965,19824.781327901168,33,366,43,13,4674.337038620959,8639.069220793595,24136.126708271197,2021
2011-03-01,West,Laptops,71657.7851805346,57741.28334229582,13716.058557434355,70,819,15,2,2907.128114380023,7077.9003085334625,47227.6862223029,2011
2017-06-01,East,Headphones,64062.82958134753,67573.59827612327,19720.230694718215,14,311,21,2,9033.106572238034,10603.947783705476,12956.031277134116,2017
2013-06-01,North,Speakers,125445.33839829215,66114.18731796033,18971.635640124285,59,662,29,15,9003.325638795752,18779.849161065657,28509.232998122203,2013
2020-04-01,East,Tablets,96178.75237060165,60329.011557349586,22580.788183368768,71,387,29,16,4483.559638978029,17784.688975532634,17930.26496152957,2020
2024-11-01,West,Smartphones,105826.50465749398,40006.731345144006,21353.130092125586,64,524,13,2,2236.5415097836767,8710.294484647346,24233.540729697743,2024
2015-03-01,South,Tablets,88515.2524936188,76891.25827653086,20996.37206258778,35,653,49,5,4229.48110418428,13995.463522939866,37081.39534125633,2015
2017-12-01,West,Smartwatches,74642.02163020632,78698.3924778915,24834.550797026364,19,858,33,2,2158.6596847915384,13834.096077848266,48917.565124496,2017
2014-04-01,East,Laptops,78373.98350321804,78580.61791091885,17850.20864153634,20,806,19,7,3736.413953536679,9400.953422940589,37789.10824081528,2014
2017-12-01,East,Speakers,73179.30415414783,91485.59156695777,22693.622601935247,49,343,23,5,7940.633821471335,8530.725187784465,45393.77721474958,2017
2020-12-01,West,Laptops,116999.8882893775,50932.53020660648,21404.332596021315,20,811,19,11,3627.5179497761196,10850.742296034823,15890.346627983952,2020
2022-07-01,East,Headphones,129851.22316664101,74284.2482318135,20569.72725322652,13,969,43,8,5897.8174717626325,16829.28201208118,17255.664576859584,2022
2021-11-01,North,Laptops,100744.87924950045,118399.66858781653,19671.475938472977,11,732,39,17,2069.86034697657,7875.725623288442,45070.73919168348,2021
2024-03-01,West,Smartphones,69644.01813599202,93301.33869444182,13643.597280878745,86,433,44,14,4128.628979492418,11685.85157935171,34300.89368153592,2024
2012-05-01,South,Smartwatches,109931.68381671216,93386.95503841544,18730.43682200338,48,427,17,5,1356.739005198297,12225.47822679787,41684.77530768137,2012
2012-12-01,West,Tablets,125299.69329985086,64751.08307175889,19051.03067483786,90,814,20,4,5933.514353180888,19086.870856615595,18914.392323848188,2012
2011-01-01,North,Smartwatches,119433.33534966788,77061.44143520527,16386.37655021906,32,205,7,3,4128.608672865406,9552.836919072855,23943.79899608899,2011
2023-04-01,North,Speakers,99417.37903030012,45502.09010603919,13210.57494253258,54,861,35,7,8848.035219061365,5294.698590321969,13241.381107698378,2023
2015-11-01,North,Laptops,95310.35526746235,88782.23460956273,17217.376460512405,83,986,5,11,4532.973403107513,15405.968638138163,45823.417965290304,2015
2017-02-01,North,Speakers,99256.67357580538,101004.48603034652,17632.873301416388,86,900,39,1,6019.976075329247,16336.872536034605,48254.21698592162,2017
2012-04-01,North,Tablets,124504.98009953432,58253.03586586946,13298.438655395472,51,178,20,18,9789.79714914375,15545.48587138548,44298.55390173247,2012
2015-06-01,South,Speakers,115207.30855642764,62616.7351658964,13293.209077378917,51,264,5,1,6784.353380662274,15511.0847178128,27487.21256685258,2015
2024-02-01,East,Headphones,92284.86000753396,79519.57949743664,9540.291637115086,38,945,18,16,5504.247952809186,12248.41122517862,23645.38844570853,2024
2013-09-01,North,Smartwatches,91781.69448419206,82299.41002821538,21475.365860902893,25,730,11,13,1883.1225678578915,5279.912067210529,28504.030970368425,2013
2015-02-01,North,Tablets,90366.0990251863,71874.11781429217,24890.18402542972,76,156,27,6,8388.678617804097,15948.76963020375,35504.70012028939,2015
2021-02-01,West,Tablets,78707.34732895397,67769.45631286161,20080.51122990976,69,287,39,6,6781.45004905709,19047.802835761802,27260.293746413037,2021
2012-04-01,South,Tablets,127036.76471490772,67930.14105178806,17978.426782367915,13,151,33,14,1976.7188352621176,7360.7953330304845,26864.811127912097,2012
2012-04-01,South,Smartphones,84243.52504507123,79264.53209277803,13049.955679218727,25,171,26,5,3211.0223569837335,6018.713886253509,27241.56373527109,2012
2018-12-01,East,Smartwatches,109805.52131333506,88792.05790198043,8975.604663819062,50,852,20,8,5838.827152937794,8978.079328553504,39783.08731256527,2018
2013-08-01,South,Speakers,86771.44723364335,79260.46633443395,19835.13273173931,15,423,33,18,1405.5618997926454,17746.907792198057,41471.6348100804,2013
2016-12-01,West,Tablets,90455.52235933275,77827.10311125658,23078.342220727765,51,711,10,6,7464.790867464251,6592.207668309015,44821.53289135214,2016
2012-06-01,West,Smartwatches,97722.38466554058,53611.185855914686,15837.957630461657,66,437,22,5,3050.1446000962815,15727.526010112659,19719.490961050826,2012
2016-03-01,East,Tablets,110904.84849668415,93005.88013057373,25277.048574461507,37,254,33,10,5407.395169705619,5944.211512818263,16300.190271446983,2016
2020-08-01,West,Headphones,94815.52236429042,79229.14733004614,16555.55950749787,32,158,29,18,3174.7906806581286,5491.835226197527,23805.11663891202,2020
2017-08-01,North,Headphones,77215.89656765336,73450.606526202,25424.991414268392,85,374,49,13,5402.68212137486,18369.528140843362,26817.920141270813,2017
2020-09-01,North,Headphones,100381.62662158202,83827.07510656549,16096.02023126755,51,870,6,6,2707.111052049542,16558.403494487582,38074.70634775859,2020
2020-01-01,West,Laptops,84666.5640161674,67342.85214567638,6685.339786435556,21,300,48,4,6345.285393575047,13978.775734760273,40317.21735406539,2020
2012-03-01,East,Tablets,130876.76613829062,73762.1108288645,23131.7785304331,98,394,36,13,9193.660546915322,7579.928806620861,49366.11467370122,2012
2020-01-01,South,Laptops,94801.10995054821,81613.81466112385,15385.767100522491,73,421,40,18,8266.023514532008,9182.729365004063,25128.90515211354,2020
2019-08-01,East,Smartwatches,86640.6132385773,69821.67959492852,12287.680046252428,67,428,36,13,3173.6868752633204,5729.067362423769,26100.793159417397,2019
2010-03-01,South,Laptops,139496.01599306686,55314.86929739398,22407.965075636705,60,489,45,13,5482.985371008378,14680.442793007353,31683.198967490964,2010
2018-07-01,West,Smartwatches,114777.79404884946,52872.91724887721,15553.149798464488,38,383,24,7,4807.975770802088,15291.287307849334,42813.41911300833,2018
2022-11-01,West,Smartwatches,82064.51772391568,86685.99231655926,12935.500474588169,28,275,41,5,9689.276074500016,9902.131426999973,36437.36035201159,2022
2021-05-01,North,Smartwatches,84181.71880006792,79533.36819829111,26557.045978269976,95,709,46,3,8189.3901460297,10076.244754298994,32906.37699929676,2021
2015-02-01,South,Speakers,109483.65962181363,79002.95402942986,18976.259860717608,97,448,42,6,1966.857973137753,14434.664697056054,35924.878518987025,2015
2023-09-01,East,Laptops,100869.52602069797,62572.95911454388,12824.537878990319,54,531,37,8,2516.971606420849,19184.97145144795,28578.015678385855,2023
2014-03-01,West,Speakers,117803.51085440948,79691.75997294056,17684.36023146257,63,793,9,12,7318.255548994355,10920.641393867621,40362.14276251436,2014
2024-04-01,East,Tablets,86746.47398016833,73993.18111685297,30662.815443134044,89,481,10,2,2438.7235806945387,12403.855782036915,13011.828442156013,2024
2022-08-01,North,Laptops,114022.18249596954,70999.07182592947,20561.80270839785,75,371,26,11,9554.21694558968,15474.139561989134,30360.959050182755,2022
2014-11-01,South,Tablets,55234.23317783912,78874.23868219781,16790.772594774113,81,591,25,3,9936.521647838847,10134.81433222143,42263.106043523665,2014
2019-10-01,South,Tablets,96911.16261482456,84446.46399789305,22506.88297868575,22,646,23,10,8005.337796530449,18032.87481133949,22100.76309959341,2019
2023-04-01,West,Smartwatches,87656.41707978536,106248.54476306374,17728.305754054014,74,430,47,8,1241.202153838664,17692.72326292973,43736.64162846245,2023
2017-12-01,South,Laptops,90899.0675866516,88479.39975077317,17452.96249843223,21,974,19,8,5344.540996149988,15114.244738995885,41313.289604192716,2017
2024-12-01,West,Tablets,97942.50707747843,92863.44023002725,16718.15733677012,80,698,38,14,4654.715583699007,13053.853991127155,33226.76584887011,2024
2019-05-01,North,Headphones,122770.07279187391,96569.82605561972,24269.744782665177,23,257,11,4,8195.820774886868,19752.813894456187,20085.943140221265,2019
2015-02-01,South,Tablets,76919.20241357906,68539.66065846525,20973.772036069473,51,531,21,15,3583.074951139885,15535.707798487187,44442.96862863733,2015
2014-04-01,West,Headphones,56239.139911800004,75186.73143549266,27111.219195658858,85,424,48,10,4475.134388563103,14648.399068185336,11198.755026696937,2014
2010-12-01,East,Laptops,79238.92857776773,66426.34207726938,21534.426594790828,57,215,48,18,1841.5121104310883,18152.269104834384,33700.52944858761,2010
2013-03-01,West,Speakers,120448.7186385632,69772.67146496894,27638.00190099897,33,619,9,15,4083.724778959608,13324.860112088922,41302.58668701972,2013
2020-10-01,South,Laptops,67100.1732901685,73576.36363808224,23250.433185550966,74,718,43,19,9764.684606341596,8643.853352402708,29416.114962199823,2020
