Month,Division,Product,Revenue,Expense,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Profit,Revenue_Growth,Expense_Growth,Profit_Growth
2015-08,East,Speakers,158987.864873968,126028.10567197952,34,454,13,12,1021.4074145221356,6853.390112898533,48080.06326349331,46813.16152345524,0.39115626287570704,0.8705996934987494,1.482919544651435
2021-03,East,Speakers,126509.03428162156,92787.78334386382,73,765,5,3,1981.274631314085,16295.447719248465,23780.318270586067,32765.75807035906,-0.2042849661393522,-0.26375324893506025,-0.30007380394630845
2014-07,North,Smartphones,143294.39361964646,52577.80182558668,82,858,47,9,6552.923686050184,13990.685932011782,29514.878725933493,27460.81553897907,0.05137834585880219,0.22379151656659912,-0.23137431296414057
2021-07,East,Smartwatches,109303.47662920746,42341.876647416575,95,175,34,10,1403.3601670522207,13828.851875664095,20921.115069133783,21876.211639955123,-0.1360026005266377,-0.5436697039037877,-0.332345322425333
2012-01,North,Tablets,165231.0151711236,81692.92946849819,57,855,11,1,4832.515679376928,19019.85759568215,26463.41397121239,37203.54848197504,0.15308778660039302,0.5537532310592492,0.35478672981021675
2016-05,South,Smartphones,113778.40753604876,70489.7650423721,44,180,26,14,5530.61589895136,19339.10880946612,41835.542165520535,48911.09330809488,-0.3546451324496088,-0.5162031020609916,0.07697892716923582
2011-10,West,Speakers,118619.24698787328,108710.08229783682,46,328,24,1,9159.661884452886,8657.59608283701,26999.56553660003,68591.81748866146,-0.32528205073665584,1.2589483946065312,1.322399402264674
2021-04,East,Smartphones,127651.80023464358,141029.63843413984,64,171,33,10,5268.613199624374,17127.155490835517,25665.61650111334,67413.30024770155,0.16786587372403106,2.3307366040599087,2.0815801820355695
2017-09,West,Laptops,174773.61775789753,59727.634292899056,26,502,31,11,2282.909672303549,14311.988422302618,44004.444158046805,69854.43948230411,0.4734001622499344,-0.450578704105281,0.01840776407260769
2015-04,West,Smartwatches,148906.8392902197,132628.0719939414,37,317,29,2,3603.629931678959,11132.68385112737,10050.894467791795,50336.353094036655,-0.1480016194635816,1.2205478848123303,-0.27941082246049487
2011-06,East,Speakers,102374.05798486246,140455.43741342408,10,551,39,2,7049.75829092423,14984.31964741079,44087.523050226286,49168.49489919046,-0.19802104007398846,-0.0040714918303070835,-0.2706410349511579
2011-01,East,Speakers,150547.94509723142,138240.31193638817,62,854,31,11,2009.0422920048784,19339.50164416895,17256.318643143164,73359.91686157562,0.4705673298551103,-0.015771019747108705,0.49201062615368896
2017-10,South,Tablets,146363.9859512866,144249.27959345223,82,466,15,8,3085.6849090186797,12753.130052410996,20980.479001705367,30198.28386776239,0.28639510009764946,1.0463861598452278,-0.382588246851466
2014-09,North,Smartwatches,189652.89138195565,131053.03465551304,64,925,21,3,9961.994089638343,19101.19754898272,24464.362741371668,20181.53864729249,0.14780443118102982,0.6042151445437971,-0.4575372653748242
2021-02,North,Laptops,176212.46540380252,101218.32064760044,70,689,35,9,1049.811138217172,14643.30853520358,45226.0892341404,15794.234058001684,-0.07086855296650596,-0.22765374404596084,-0.21739197719096592
2017-04,West,Headphones,147117.03856268723,79181.53184522904,22,769,22,16,2369.6498187691427,12243.638612067232,46347.26163375285,71673.12434567668,-0.012019600550678189,-0.4029806009029059,0.4238839315947145
2017-12,East,Smartphones,101226.06660260652,89002.53432405255,56,659,23,16,8593.172571342344,14662.556603171362,36447.142291933545,36024.12511015304,-0.3276157536575498,-0.356175249626119,-0.5089399408926849
2019-07,South,Tablets,166936.46732919043,134713.46098531023,73,411,42,10,1912.4382090067695,14038.115675909128,27577.71458250451,44910.83888374755,0.14055699046588455,-0.06610652500322678,0.487198381219645
2010-12,South,Speakers,136281.24395942013,66167.8052900619,41,397,33,6,1302.7690502610726,11325.460114040923,30645.112412995863,66214.20323435917,-0.1836340726518414,-0.5088255857573347,0.4743479498513874
2013-03,South,Headphones,197790.49821513525,49111.40332093133,37,123,19,11,2091.81073467478,13436.905151869783,33216.064369120126,36121.763140787545,0.45134056946259205,-0.2577749389504439,-0.4544710745376209
2017-01,South,Laptops,87125.9192854706,46898.30617605542,62,209,11,8,7242.374698280401,15548.730094416174,48159.632181737405,70756.83254156186,-0.559504020305847,-0.04506279591348361,0.9588421602174091
2023-12,South,Smartwatches,61948.376139633045,129239.35318860004,40,151,41,1,9937.994786405046,17582.99438614806,48766.68800623567,32518.85087877368,-0.28897879474123667,1.755736053738013,-0.540413982498829
2014-06,North,Smartphones,60483.77178319216,121378.28235961172,17,389,41,6,6315.720092151736,9564.96103734078,43893.317117874336,61266.75584364054,-0.6567565657481178,0.19917305071875058,2.879058371469526
2018-12,North,Tablets,146004.55825275206,89717.44092556098,81,543,11,8,2118.8464215308813,5219.718905064429,33349.14826675433,56715.89569411192,1.4139459882911152,-0.26084436868407856,-0.07427943730435005
2021-04,North,Speakers,190889.03433672857,62984.57137105838,96,566,26,14,2654.0089386511,13268.2685284471,25629.37896979766,24094.22736810668,0.30741832050391116,-0.29796736597383555,-0.5751768164245341
2010-06,East,Speakers,50289.78714372578,111313.58106511337,83,358,16,3,5839.13807698255,12339.2625382959,19211.19666743504,18714.84637203635,-0.5031933094747866,0.2506787802224566,-0.4804913009042999
2021-06,West,Headphones,158865.6570436666,34611.971691896375,34,423,12,2,7440.92368467055,5812.982048041517,31378.23441354962,17808.8271365288,0.07985899251209605,-0.5628782257010367,-0.7515271268120318
2014-10,South,Headphones,148559.77737994184,98187.33787999937,42,750,22,1,6966.209644966804,14487.596150260328,23825.23571922473,55563.96849973444,1.3981222210746047,-0.24026749238899558,0.7086694947146244
2019-02,East,Smartphones,159845.62883291987,77811.02024873564,77,917,32,11,6172.538484919925,19121.005360146293,12909.779905644858,10906.063270899322,2.1784908608996254,-0.3009746025220431,-0.41725071880925946
2010-08,South,Smartwatches,103310.81101435031,147343.15605743622,16,437,22,6,9876.427982436424,11033.476790016526,29048.830335390245,56247.19302818577,-0.30458423648459854,0.5006329659076116,0.012296179464837964
2014-10,North,Laptops,173074.46669867827,90907.22989326312,75,886,35,8,2782.3055516783816,18415.402838404283,32843.447332410426,64737.60377109757,-0.0933242063901134,0.4433253718232859,1.6868512022423339
2022-06,East,Smartwatches,56706.03971282929,96272.13029403212,55,655,21,7,2556.1359196252547,17196.520372877687,34452.60575893165,31175.716164466623,-0.6452449771266389,0.2372557252980685,1.858567329941398
2013-12,North,Smartwatches,163314.66509330412,115483.5196131383,14,521,27,6,8731.550893765547,7425.744318113457,12952.55523908208,62199.03483538733,-0.056390765151776545,0.270344721192483,-0.03921320512087911
2023-10,South,Smartwatches,90060.79120236315,88144.6177350776,26,358,15,18,3617.395564316701,16809.197521552116,29324.40728624801,21577.040233150223,-0.12825395214588609,-0.40177324761037625,-0.6163890307852722
2011-06,South,Smartphones,121525.66622871072,56948.23431321017,85,724,19,12,3992.737394473934,12750.59122309077,36236.522009971,77234.36631979136,0.34937373529894034,-0.35392272634988886,2.579469912705225
2018-03,West,Smartphones,173395.44073358306,94473.34158581376,61,838,34,8,5938.01325994899,18779.427806469797,48442.56279032472,26244.633193745223,0.09145956376161735,1.7294989845358217,0.4736867842303447
2014-04,South,Laptops,90703.85527867055,143312.26450688645,21,164,35,19,4431.473193576025,7841.393531891223,11001.832339538429,44185.55306502682,-0.2536238796834379,1.5165356965886225,-0.42790295084347385
2011-07,North,Smartwatches,77781.12674658402,79189.31858021661,71,262,10,5,3588.763886558827,6875.69669622141,37051.29205785752,78634.7416003599,-0.5237345849979456,-0.31428035060331305,0.2642437589018938
2013-08,South,Smartphones,152196.97780218264,111556.91459996076,44,263,16,19,9254.57735122632,8619.205993280153,12493.496400105783,73499.65830380208,0.6779548932576902,-0.22158152350875582,0.6634318958423897
2017-02,West,Laptops,130009.23372602068,147364.1026662822,71,777,27,9,2163.4679167180366,5894.4006567095175,16353.739488959014,56162.56104231792,-0.2502153852720037,0.5598485265012643,1.139963650004562
2019-07,West,Speakers,127160.58031192768,129590.67755801886,30,138,43,12,4638.608050644771,9801.201482477609,16932.318866789556,35843.49310875422,-0.02191116224941536,-0.12060891890688397,-0.3617902666200262
2014-09,North,Laptops,88515.42733068697,109084.09596999885,94,764,44,15,1026.7035283944188,9245.133470192382,23154.897478203413,59006.183539586586,0.13800649377420315,0.37751022392621847,-0.24961686986307186
2012-04,East,Smartwatches,55232.04587300415,118319.57859966172,75,419,40,13,8267.082939691392,11243.226490066816,43251.96138023439,42219.1489200752,-0.02599359516710631,0.2290117424252771,0.3542318866822258
2023-02,South,Tablets,111540.37074975754,142377.989762049,62,459,39,13,2515.7696148635423,11944.658043740776,44249.49019754577,17618.79730918957,-0.26713150050369827,0.2762811724635048,-0.7602873575770329
2020-08,West,Smartwatches,65983.9220701652,145170.2525280428,30,368,7,5,7956.90997134296,7170.808227726629,24998.076506047662,65718.4382130951,-0.4810976647927747,0.12022141764826277,0.8334830819556585
2013-09,South,Tablets,185898.37259738037,146276.17563863948,24,423,46,2,2337.428030303296,14290.608929560964,27252.113090069677,71012.80933826674,0.6666465365660843,0.02737913270938419,3.030514006834511
2023-05,South,Laptops,56187.54852075958,105076.99538430265,84,425,32,19,4750.64962765843,8353.510982149917,18681.228484258834,38532.48531467588,-0.6977512619626269,-0.2816533866466078,-0.4573868338157431
2011-07,East,Speakers,114747.6281276572,76165.39798382838,83,686,19,8,7553.664446526242,6828.930034193709,27300.551642292477,56600.84171811884,1.0775552727396356,-0.3562739245248956,0.3406438349875205
2014-01,West,Speakers,57836.83755512418,45978.375474756,91,356,17,14,3437.279228573341,15632.166390129558,20993.377294071222,12125.385315908792,-0.12347075256268747,-0.683279634263402,-0.8154949258442256
2015-09,South,Smartphones,64331.58118471495,76265.76016084835,32,299,23,6,3825.25413048453,5341.028952242756,16995.305809760495,23807.510225577356,0.14494372647253706,-0.274191654587017,-0.382144441731357
2017-09,West,Speakers,148830.00003830332,143154.65456827427,40,537,44,7,7005.902452990239,10525.489109664648,16338.722782967116,49918.47456334117,1.573273476380062,2.113521369341812,3.116856764778184
2016-03,North,Headphones,147066.68914611416,136775.64967108675,63,709,22,14,2689.3088526903684,7166.049191480279,41025.88605539658,29185.78364627686,0.6614808692803809,0.25385509642674076,-0.5053775401912506
2011-01,North,Laptops,54957.82923191597,92839.15944754543,64,203,35,6,9566.059443716362,18241.890529923097,14677.855621956758,76105.45138963607,-0.6263067486525511,-0.321230352984601,1.607620624890934
2017-08,South,Smartphones,50169.72126813053,94440.87439127087,35,471,41,16,2699.089157716594,17366.875942990053,34641.37886475821,68593.08894827354,-0.22013853314006915,0.23831289679785894,1.8811533964849985
2021-01,West,Speakers,61822.7115864176,67070.44195139634,62,263,25,4,7749.959143517984,5907.900535392668,16699.280532021505,55850.43491114803,-0.5846085361116258,-0.5314826321668176,0.1188329651435931
2021-08,South,Laptops,164449.83465679132,84540.94680845777,75,212,43,7,8223.389823462952,13256.76604610286,43513.576764201294,79918.7865373783,2.2778702073685886,-0.10482672515078018,0.16511426679800856
2015-07,West,Smartwatches,137686.47091272607,115733.8192727274,48,714,9,16,4369.333956466935,9430.333105400849,20978.682725471743,27027.352467485267,1.2271179535738073,0.7255562346912185,-0.5160762398630764
2021-11,West,Speakers,55717.73677827374,78291.68707773503,16,648,21,4,2406.152266039441,7888.183075402279,11795.739340967972,74338.89262144457,-0.5953288917282877,-0.32351936910299117,1.7505059073350426
2017-01,East,Tablets,123214.5523809241,52558.06464912406,97,205,23,7,2493.13164292223,9673.079541811154,28082.92634615652,31320.140730701336,0.07378735745062559,-0.30994826994426905,-0.4466488522082305
2021-08,East,Laptops,156804.4035581677,94903.14945900932,48,798,8,2,9869.053276081211,17238.310389184804,49991.88451247849,51761.63269016872,0.2726126949144678,0.8056819651290372,0.6526628387537787
2023-11,East,Smartphones,180342.7091901209,57040.42937451936,41,463,30,8,7528.689428882037,5867.830563168152,42525.48409107378,40405.70444609149,0.15011252935394448,-0.39896168146499367,-0.21938891132068372
2023-11,South,Smartwatches,190105.4735988516,146914.506721512,35,120,28,10,5050.426930223162,14723.500761177896,32810.49970212974,41025.021590291806,0.15600890688399827,0.7377911209626313,-0.48666610983758796
2013-01,East,Headphones,99116.08444311,76840.78968143449,96,759,43,2,3316.148102486952,18700.552179846836,17577.552338736834,63375.7016895804,-0.45040148898606247,0.34712852837956,0.5684840187388647
2020-07,East,Smartwatches,70374.86426198986,139159.79659309395,87,228,42,6,1170.1911047022843,11720.845211096032,14700.2015067434,34328.03939465867,-0.28997533894326544,0.8110146599224288,-0.4583406813734333
2010-09,North,Speakers,85538.88810971711,57066.47959243492,38,582,23,4,7034.174711142409,18522.708952825717,43542.02157739718,45526.98684086729,0.5564459023436399,-0.38531886833079576,-0.4017907257683372
2013-09,West,Tablets,166425.72380603355,52705.08063669317,34,798,34,1,9612.247120126316,18602.006436113486,41508.296217036666,24819.952090510888,1.986943358240076,-0.32681127966545376,-0.6661242693390477
2012-08,West,Smartwatches,195722.6322563466,104028.13548476849,65,895,30,6,1961.5888696021511,14143.936580336776,28487.54260681863,63443.00915333128,0.17603593831719255,0.9737781296997827,1.556129396300756
2021-07,East,Headphones,119959.04260405707,123525.48939639848,40,298,15,12,7790.421224651521,11837.608001579032,26856.38747248617,48635.207329094905,0.7045722767929814,-0.11234787330431717,0.41677789313718816
2016-04,West,Smartphones,95802.98203216848,98011.74766228508,75,846,43,14,2379.1319853393243,16064.954735415851,39946.9115710099,27854.451808221136,-0.5105165870307167,-0.05783423680956301,-0.560953173880805
2011-04,North,Laptops,114378.58729400518,57575.48203263112,11,719,7,15,8128.946643936495,18743.33957812321,31441.505966867484,28615.455699028807,0.3371530753041425,0.008919464523332588,-0.37146168273666313
2023-10,North,Tablets,95721.97169676986,34547.323546079526,96,620,26,18,4335.155605889595,15200.530166144988,26166.770067510763,30547.574602378438,-0.1631128346539138,-0.39996466679167875,0.06752011652972567
2013-01,East,Headphones,88473.12848107314,104194.65854292062,56,519,21,17,7408.554198920904,8144.10770773492,20068.83424191305,58950.436517562506,-0.2624722025075503,-0.1564926473713002,0.21209386687032272
2014-04,North,Speakers,139062.61286107695,45724.46704386579,84,325,15,9,9336.541639058656,17300.836196807635,14902.540196203385,51656.44014044339,0.4527763103501723,0.3235313868201133,0.6910160892584059
2022-11,West,Speakers,52360.39705603166,71181.16644387975,38,308,43,15,6581.252754299148,19273.000397362463,33791.73886691572,67557.19624307886,-0.4534575443752866,-0.2737486256326571,1.4253644160083452
2015-06,South,Speakers,88932.83729974822,111094.17044054778,58,344,31,18,9286.291218571669,11154.123187569416,43041.953908499294,50007.09406566215,-0.5321921267379781,-0.2438175581180999,0.2189413223245169
2013-05,West,Tablets,149207.31167674836,41762.81286995183,82,387,47,18,3115.219383557899,15463.845153251345,39847.32450276443,31465.73743873212,1.8496214709196979,-0.41328844473378745,-0.5342355931185385
2018-07,South,Smartwatches,54809.40444602075,45270.177574074696,41,165,33,5,9803.204284889698,12772.495235535873,37852.738098646514,77400.91413952978,-0.3836989113336664,-0.592506272880438,0.5477986790813716
2018-12,East,Tablets,62480.27247634025,37399.9448768885,39,967,16,16,8855.632647765624,6680.137804418653,47154.084367337215,72027.2939926403,-0.29379379310966136,-0.641056985071049,0.2218280007338358
2013-03,South,Speakers,94009.42171786772,149529.4954688192,24,252,17,9,1968.1600072685808,10247.630214475394,25780.669707051,29517.497868857703,0.7152060429785048,2.3030463647761716,-0.6186414825069528
2018-09,North,Headphones,181670.7197913477,76449.21223218975,71,590,15,3,4721.857699604645,7457.444127387338,15488.702685466573,73888.50755256685,0.30639512701257887,0.6719541456622808,0.43038326589441667
2021-03,West,Laptops,164732.92402479445,138695.42012815614,87,534,35,12,9343.265716419502,15103.600375348267,14077.96412709164,60408.703822790136,0.10405396473921935,2.3210267842841334,0.9198248234421242
2010-05,South,Laptops,53323.49441243653,65230.276610913854,26,802,15,14,1703.0382834247566,13731.420486994892,48200.48304595541,39028.56535882093,-0.4327856353327435,-0.563763146485597,0.3222179444958251
2010-09,West,Tablets,125256.9225032738,120384.3078168595,31,317,45,1,5083.86486217521,5503.016031254437,33558.56863382959,42681.37723456643,-0.23963637964429618,-0.13202391466406727,-0.2934564966039842
2022-02,East,Speakers,91203.12409811252,56287.993957485465,39,528,47,9,7512.343857830261,5924.103713981929,42431.7296640741,41246.70796143854,0.45971072921695244,0.5050287946351746,-0.4273461395668551
2018-11,East,Smartphones,147296.84885930945,89798.96515779002,90,601,40,9,1301.025789391521,8911.88723329491,31422.39416701664,65780.44369869572,0.6150417029668156,0.5953484721025148,0.5948046995700533
2012-07,North,Tablets,158233.0823890192,128953.88871549357,25,765,6,13,7775.478135762736,16172.892982148009,25939.77585941964,22285.294220065454,-0.12901163946092742,0.6867915960185156,-0.6983929577382393
2021-09,East,Speakers,179429.38656939237,127960.12786740992,61,888,27,8,4250.823200042465,6902.54150090736,18010.786034679375,14106.752427854784,0.21814816785913949,0.42496216568381495,-0.7855479283102724
2011-07,South,Smartwatches,121312.43556560214,125313.68608352094,17,693,40,11,3244.346349089253,8071.61151587592,44256.33379772472,44892.05381201994,1.27502786346479,0.921096959790515,0.15023581828569044
2017-10,East,Laptops,199167.5132818377,128848.12956462636,73,320,18,14,6183.750258731477,18614.39592303308,12540.6094916919,30328.669715628588,0.11000498351930665,0.006939674975446897,1.1499398866419797
2013-10,North,Laptops,196997.9160930664,55376.67375670551,48,534,41,16,5898.980949751487,13192.062569036423,46009.31490354824,49474.70198704538,0.24498564471330386,-0.5705699587014308,1.2200605250478973
2020-08,West,Laptops,182325.00867065496,87865.95270724638,40,379,31,11,8865.453575799225,14312.744637158296,18200.51115517954,78473.64096838271,0.4556082412601954,-0.2701212118034789,0.8385920523864712
2015-07,West,Smartphones,136230.42427371064,88184.57695165904,21,722,16,19,7084.026421655808,11836.49218047619,10381.241836925468,57001.67954712573,-0.2528154789791226,0.003626253794507317,-0.2736200481625175
2018-04,East,Speakers,109700.96562557224,136860.2984817495,42,191,33,10,4796.7790772757535,9496.564857813444,14155.88460516133,77145.28301984236,-0.4492025139143212,0.062183044055012626,1.5436421624549141
2014-08,South,Speakers,104657.94652096774,65627.01952793146,67,623,10,8,6851.245707748816,8736.954279844818,45340.34848993067,61243.82986537982,-0.13728591769660858,-0.4762980678407992,0.3642465573491238
2018-04,North,Speakers,51818.71251316172,141779.50720668578,21,238,48,11,7751.332316531482,13838.293793920277,12948.287087663675,15314.052437717584,-0.73695806767478,1.5602748881160062,-0.6904670099533401
2021-04,South,Speakers,87376.17458635497,84095.48835673189,34,766,27,8,9435.95722103593,12064.62944901382,24209.62346978425,72251.0609960926,-0.16512622795585274,0.2814156266983918,0.17972800125184518
2022-11,North,Smartphones,157821.2352423747,110374.44038129026,47,122,14,10,7338.35431264795,11045.496853850156,20012.66284029014,23924.3717854271,2.0456417689321946,-0.221506390056874,0.5622495667118668
2022-03,East,Headphones,140544.81498395998,62265.97347352012,57,516,38,17,5894.851200039409,15415.77746531516,11474.186083399609,70535.25372918398,0.28116297046703287,-0.5450399117621143,-0.08568287044793432
2012-09,North,Tablets,187463.32837513005,79235.77281975688,91,831,48,11,4356.820746456422,11062.312373404857,31258.67415837924,62435.83808110819,0.18782068894108161,-0.28211846378531436,1.609716929710118
2013-04,North,Tablets,57503.34003748368,115176.11184829684,92,447,16,12,9023.35269054379,5550.955714046115,49933.3164888543,68703.23040412727,-0.693255526102606,0.4535872844995903,0.10038132770600972
2011-05,East,Speakers,73291.49047659959,91529.65702212112,64,336,36,10,8132.676711786215,17595.04900006846,44120.299203180846,27750.63096234108,-0.4785187167170546,0.4699787366376915,-0.6065707643317195
2023-08,South,Smartwatches,168386.5684028195,141684.96140260005,12,864,30,17,1694.6314049866353,9776.051613835509,16755.704875686755,66517.77721347331,0.927145119364329,0.6848104954403074,-0.07935224346296232
2016-03,East,Laptops,103776.14467930008,118454.99590769727,78,282,11,3,7295.870844118824,19196.0260237612,45372.64034926564,52724.64312973684,0.4159371572943191,0.2941706520223142,0.8999439400598377
2017-06,North,Smartphones,67751.80005768168,97728.35106127198,44,607,36,7,5848.746214257076,18193.37139966073,28071.73924487257,15731.111801290845,0.17822373471727948,-0.15148766968280736,-0.7710280621630593
2012-08,East,Smartwatches,199467.57576501335,136400.37079826498,60,297,37,3,1932.7953399063308,8508.74366364716,20930.02186844288,72239.23486453912,0.922094681599793,0.15149529788132488,0.37012278464898696
2015-10,North,Smartwatches,168087.54540040443,109866.76665464931,36,781,22,17,6084.6479564768215,19482.065223416652,35612.234916027606,71376.78852354985,1.480931063931883,0.12420567278135075,3.5373009501904944
2014-01,East,Speakers,111311.15551371838,107678.45681045188,46,222,39,8,2732.553398317037,17803.411391958878,18667.7926615438,50039.37926403439,-0.4419586487337138,-0.2105706444910811,-0.30731022611373504
2015-06,West,Smartphones,173502.12154192105,59564.55997771527,94,645,24,19,7373.303961153158,19775.246804783885,45186.071468815935,41683.70179442485,0.2735930499146437,-0.32454674006808093,-0.2687285335169265
2021-06,West,Tablets,152090.580517873,77382.83586338532,25,480,35,14,3506.151755961025,15169.226827116205,34967.367681252406,38038.29168467117,-0.12340794933089427,0.2991422398207315,-0.08745408763674756
2012-08,East,Laptops,168496.21393547498,111996.43831248258,34,924,9,5,2353.095402999644,18960.90123866363,15440.875270827792,52191.60980237869,0.5137405874356316,0.04010070008369193,0.04301073614418738
